Gene	Astrocyte_Fidelity	Microglia_Fidelity	Oligodendrocyte_Fidelity	Neuron_Fidelity
VPS45	26.1646042	13.83733606	13.64692206	35.67698415
COPE	11.99307659	43.43828245	30.06682662	5.22709047
GPR182	-8.660055328	13.49369875	6.538174194	-8.97179217
ECD	14.13967396	13.25715824	24.96412933	42.84839893
GPN1	17.73392428	28.64415749	16.1120953	35.04167263
TMC6	9.345793823	41.49345491	115.2082983	-7.436077181
STXBP3	30.13616264	31.03767615	87.00573305	9.542725688
PHB2	10.76923258	35.26407076	29.66988256	10.92610698
TUSC2	2.541236907	26.15452353	11.4827006	40.71263018
OIP5	8.310495127	11.40340035	19.33852734	-1.66566329
SCRG1	64.8435801	13.12724938	26.78696607	0.3451954096
TWF2	-10.69974938	18.48619919	1.319558523	10.08518009
SYNPO	19.60977422	17.33555734	8.688179736	31.99530667
MME	0.5906890984	0.4596001041	2.971703758	25.58523567
BRCA1	27.95596592	27.8014878	60.90322784	1.281750542
HYAL1	4.216843552	12.43354306	7.025696149	-1.325973744
ABL2	18.95951999	18.9135552	24.29242761	49.14070926
BOLA3	-1.170712144	34.58211549	21.07062914	17.86911976
ERGIC3	5.681271568	40.71146723	26.56436797	7.763223232
MAK16	10.12379884	21.16079053	25.76267751	51.12425928
POMT2	29.52202591	20.09470949	63.3876363	9.904035145
SMARCAD1	15.27198791	20.12633053	27.77368416	36.59096596
TMED4	24.57528063	33.65970608	42.32613747	23.56435674
IARS	-7.619465892	26.80686829	20.05862057	37.18809939
PTRH2	-2.691378841	25.91579112	25.54343822	34.72218359
NAPB	-6.963283932	1.964502217	-4.788986832	71.41797288
AP2A2	8.143706332	17.70393519	7.259732686	39.10673604
RFT1	22.65358991	17.53720743	31.45047052	25.60609897
APEX2	9.304492067	30.48547265	29.88076168	12.0874892
PDSS1	23.50990466	12.06186626	17.06018235	24.14305544
PIGV	31.52108447	27.91303742	33.0818144	8.455329546
PPA1	-5.434645921	37.70477336	33.45895513	16.08941356
TNPO1	33.60609812	29.50102677	42.22796784	32.8548872
OLA1	7.475457953	15.90490379	17.28707741	60.710932
MECR	-1.916758495	25.53181566	15.74425747	30.86191493
PNPO	25.2818553	15.43200932	13.70296516	40.65970737
PRPF6	4.689492436	34.61103939	34.30003928	12.80187931
FTSJ1	-7.542253261	33.86345037	20.61378786	16.57908476
SLC25A29	30.73401486	19.66798872	47.01351374	6.065215103
ALG1	17.21415729	36.7518183	34.43231494	38.34435347
NUDT5	14.22063962	36.35201982	49.31599012	15.47948929
NPLOC4	15.33471818	32.91278246	34.37121041	32.61008533
ACER3	12.26719357	28.72012927	64.23746583	26.08845828
TMEM165	17.23951682	24.66183458	89.60071495	4.991961162
PC	29.025395	21.81463954	23.42130731	4.578950999
TDP1	14.15137202	22.41460313	45.45623683	27.57939443
GANAB	12.38523781	31.25011633	35.28223807	25.67173691
SLC12A9	17.48041092	30.12406933	73.87161689	-11.83109742
DDX46	13.90099897	28.93330989	36.69626298	29.27016317
HDDC2	17.29159224	16.85637008	12.14356822	12.26356343
DPH7	16.32474501	15.82810745	40.36569122	2.137002054
TRAPPC2	12.03977532	20.46568859	17.41468619	32.33587049
NTMT1	-4.495297186	34.28154068	21.5269776	13.57391758
PAF1	21.0395237	35.39196315	47.75584262	15.11746253
FTSJ3	27.63459891	23.77138395	32.43051208	15.96442366
NFS1	10.96106039	31.03873825	31.45074366	35.39376673
DSCC1	10.46102152	4.827187651	19.82159866	10.96071625
PGS1	-6.217347735	37.39937821	28.29347522	11.14592301
RER1	18.47311445	41.99488954	45.74956527	26.16731049
BIN3	3.482012241	22.2111919	14.8589812	9.273934342
CWH43	0.3694930039	-7.369391102	-9.734576438	-4.616322964
RHEBL1	-21.2584601	6.857258421	-5.820237902	17.15200652
RBKS	15.22518724	30.68016058	15.621357	12.88923577
PGAP3	24.28926305	16.23994513	23.65902083	9.563628094
WBSCR22	6.522407037	32.57124194	35.53881425	21.53190634
THNSL2	24.59582559	17.14341073	29.3323781	-0.3896540133
IMPACT	39.37865225	20.34830116	29.87942631	23.82583121
NLE1	7.037044508	26.76950941	17.41598405	20.23757072
PGP	-8.765931823	13.38968205	5.157161182	14.82476032
ARFGAP1	10.47409769	13.44427435	22.02669259	7.722766713
DTD1	12.58211567	39.11463627	34.29233464	39.43510442
NHP2	11.12556299	39.21934663	21.98696422	26.93256244
D2HGDH	8.510920704	22.3329491	24.60033865	-4.446526494
LDHD	40.88416044	22.23909916	17.29514948	13.9629435
SLC25A38	0.9244752226	15.60251617	8.805515437	-0.007311273663
NUP107	21.53834516	24.11423602	46.28894124	3.863208492
OSGEPL1	12.47933835	33.12412867	57.76457712	16.32422652
ZMAT2	9.467427897	27.57860287	17.01781181	53.18773708
RPL13	21.32770744	36.01389	26.13315733	-4.118786023
RNF20	33.77928081	4.119998025	22.64083966	27.43372364
UBE2I	20.67732703	20.20796382	20.59945761	44.21137707
TSR1	8.658764534	31.75204955	28.34955848	24.6926737
GMPPB	-12.209991	26.91198724	9.176761151	-1.037774693
RPUSD2	17.06405302	14.51163848	16.83625374	20.35279845
TRMU	2.914983515	29.18537615	28.26131082	-1.630403591
DDX54	13.7758476	29.54149497	21.73734029	18.09123132
GPD1	7.505842448	42.56002327	69.63904856	3.398350587
EIF4A3	17.51801096	33.72941526	39.10975058	17.8045861
VPS54	26.53550415	19.91205351	43.1204198	13.1003923
HIBCH	51.61940994	12.25129883	37.78730583	15.18136748
POLR3K	-14.98052371	32.08386572	13.99891901	20.17068712
RRP8	31.15251697	32.06795055	49.31898732	4.970791525
TRMT1	4.796704988	29.48789021	25.80938954	7.609905596
N6AMT1	17.28301749	25.88060135	43.55097287	33.9273729
SCFD1	9.247808733	22.68654688	19.95990809	32.71134312
DCAKD	36.97396203	30.71428412	25.63069727	23.1780035
TCP1	0.4813493195	34.70788801	29.81100107	49.62488371
COPB1	18.72348401	32.22019387	31.01066604	32.16670412
IDNK	23.36333176	29.05892674	11.06631698	9.589714334
RMND5A	7.015364103	8.998495137	26.07034582	29.07673552
PEX10	26.42108918	30.86648727	34.4589321	19.38522771
ZNF598	10.1953161	8.331563143	5.405542949	9.245013418
WARS2	19.23962077	23.78307944	20.49952555	33.77168315
RMND1	-8.15612567	18.12292168	6.311136357	39.77597541
PPAN	0.3102040754	-0.8312993236	-4.42402901	8.544282214
TCF25	15.1617364	28.74921696	18.66809111	43.12546573
FCF1	24.71287577	16.68463538	32.11498933	20.08204585
RARS2	8.345616595	32.11128543	39.47263713	12.011961
CDC40	8.939388676	3.866722065	11.39683705	67.22849201
ESF1	24.67265069	16.9733485	29.73785785	15.28578743
NCS1	20.10902306	8.666960697	4.302870185	52.5364379
MUS81	13.21985	29.69105885	34.2494178	5.24366478
ICMT	-5.175964154	24.24142957	17.66665365	35.59624476
XAB2	9.930949725	19.41155696	21.06296582	29.19670369
PITRM1	6.267524413	20.29848699	23.67827419	33.55807634
SLC35F5	40.06666114	14.0790732	27.21757851	22.15479852
TRAPPC5	-2.898979283	20.4009486	3.481918151	16.18789698
VPS52	13.82879789	36.00506336	41.28926497	8.302938261
CHMP5	12.25466748	27.87428045	25.59468908	45.4908388
GINS4	3.874004011	14.80642625	29.53246698	-2.081356533
KIAA0020	22.18605863	17.5715306	24.90259664	36.22558629
SLC38A11	8.173262812	13.35192084	15.9229206	5.40481766
NAA35	21.6087933	23.86867158	25.48491281	27.87440171
LACE1	19.23953584	21.94740961	22.93925922	23.99398418
ATP6V1D	0.4324659213	10.19698828	5.689591971	63.77325284
ENOPH1	11.92952722	32.91923706	53.57475124	26.28976053
ATP13A1	-1.633881183	26.80581124	21.6133455	1.962609323
HACL1	7.992955556	23.05853878	28.57184712	18.22352936
SLC35B4	13.64888766	17.4942652	20.07991919	58.21926285
MCTS1	8.767028593	35.51157194	24.98592133	42.08731115
MSRA	10.45483069	23.16876711	11.77113368	32.68121689
FIGN	18.15547719	15.2984345	15.63706868	16.60319705
OXSM	9.886694922	24.00472041	16.7679472	22.63821381
XPNPEP3	41.41252053	34.58830513	37.01613588	29.92637125
PARS2	21.41353683	9.246397985	21.3622658	15.13940119
IPO4	2.044009204	29.41138892	27.06692774	8.015071677
NSA2	1.681590613	32.19642702	18.79869044	22.21414213
MDP1	-6.464465005	38.63250483	21.36340476	13.23869926
COX15	33.03742307	24.4391636	28.6394562	38.15879538
C12orf10	-14.8087419	31.39774716	14.52954802	26.01113087
COG3	19.14181899	26.21578012	37.21606494	35.54406308
PABPC5	31.59894737	11.11891556	26.0407983	21.77087894
SNRNP200	23.23598189	35.23120034	32.43219241	12.02175689
ADHFE1	81.5076235	7.305583912	24.46184571	5.153704232
EPRS	10.190831	33.3627253	39.81256413	25.66123671
IPO9	13.79710699	19.11961756	23.88305867	39.89807352
MTO1	0.5982493822	31.24015157	32.74570766	24.24077962
THUMPD1	18.0741195	23.60436169	23.85688578	43.74507826
EMC4	-8.285583211	35.07611852	24.72929934	31.72592945
NIF3L1	-10.32468788	32.64284249	31.33324458	30.27673394
KIF17	-7.012819824	13.51555838	-0.9677862682	19.56158608
WDR61	-2.342051139	34.36460993	30.30121784	21.25773595
GCN1L1	21.12935332	27.1326086	40.36743523	5.999867279
MND1	4.550476554	25.53617814	41.09967328	-0.2143398063
ULK2	23.26509157	23.24612803	58.1280654	31.41833906
XRN1	28.82922981	24.22656749	34.91887071	34.58801157
YIPF1	-2.733407743	33.44162854	27.19821944	23.61345568
MTRF1L	0.09934914767	26.976517	24.01933067	6.553216752
FTSJ2	3.313436216	21.00440623	15.286116	19.57160612
LSG1	4.143923309	28.76783272	29.14593044	31.36266359
PAN2	15.14643072	28.93310596	59.53022398	1.314607835
ALG2	15.38624097	20.65296654	28.69058166	25.31534228
PUS1	7.104853982	14.77085759	12.02844509	1.330232524
CNIH4	14.80299147	31.06092421	24.58266717	30.71516856
PSMC3IP	12.52506657	21.42452796	33.53177095	-5.318282687
NSDHL	4.567241831	28.20332009	26.14298656	21.67033156
N6AMT2	27.00407875	31.20373488	17.49489658	5.123965144
THG1L	11.36153914	22.57341372	24.43633692	13.68861123
ATAD1	15.4696509	5.633317513	13.74124845	65.18977814
ABHD11	25.35891195	20.49766959	15.04503982	26.49557499
EIF2A	6.910681498	22.75729257	25.34141961	36.7817345
PFAS	-2.442557529	17.37136606	17.51576075	16.90986395
GID4	13.8311128	11.17189094	14.37856006	36.40786408
EIF2B4	1.142232842	37.55813912	29.99732249	8.452410306
PRPF31	10.82452387	34.76571511	31.70198363	12.57843867
EXOSC5	-13.13381734	30.2408332	17.77861516	15.27055856
SLC25A19	7.226132132	23.72842986	16.49177668	25.94174798
PES1	14.93401966	21.37245543	21.95606533	30.00777065
SYF2	33.76291975	24.73162005	25.9904156	20.05312298
NOL10	25.21908839	3.364571919	10.20168523	38.5522176
MARS2	2.011120155	4.953807255	12.05645824	27.76780915
EXOSC4	2.995058604	33.88108677	12.66387818	27.54568639
ELP2	13.32116533	37.35328434	38.83725341	29.72080794
WDR45B	34.87310478	24.47314529	50.35107477	21.3466132
ALG10	11.26159575	7.317790441	17.75491611	17.87045628
SDAD1	18.01944139	26.03000049	42.913516	50.13267007
PGLS	17.55074493	43.48547365	36.33924465	-1.974860007
COQ6	2.414750387	31.32385066	23.54490403	16.27189136
SLC25A40	-5.259885986	9.672402604	9.196481478	64.38340002
TP53RK	12.11577995	19.30014384	21.47679865	31.19585754
ATAD2	19.09294233	11.6062464	8.883997755	44.18754536
CWC22	14.05963008	12.74413983	10.51832187	16.53833119
SURF4	19.50650286	18.39735211	32.36861052	28.95227856
KIAA0368	11.17226678	18.27704236	26.13603942	37.45158386
SPO11	7.210972265	-6.299246586	-4.984679223	-1.203734985
OTUD6B	24.07643763	5.088259987	17.53031402	39.51690427
SARS2	1.03142147	22.85887721	18.7581577	17.19110046
PMPCA	4.644652256	27.06081057	18.19650679	16.81980864
ALDH4A1	89.51502153	5.61923869	13.24314309	-0.5505530403
OVCA2	-2.029038943	29.33524769	23.66489535	-4.803175733
DDX47	11.7529876	31.10932371	37.68147385	14.23836258
EXOSC2	-1.006832125	28.64625733	19.43414561	25.11866333
TRMT5	23.23824296	24.02891166	33.15816324	24.27839338
NADSYN1	12.01150113	39.50079226	60.84061846	11.28047159
PPME1	-2.323061478	23.09216959	16.51995585	61.82285844
PPTC7	5.911778028	18.03929893	20.08379545	44.69269236
UPF2	17.17830019	1.521976828	7.419827869	48.31562343
Sep-04	20.37685221	34.41307222	89.16345037	-0.2693947355
MOCS3	2.846507184	6.491925776	2.491693279	35.56111076
DNPEP	24.47298682	32.58265452	24.09548022	14.83704259
LSM12	30.64915042	16.572039	25.61754839	28.64625796
FAM96B	6.073084204	38.74619301	34.34451968	2.007184622
IMP3	-5.67899775	34.96154259	21.34421994	31.75039145
DNA2	9.245042271	3.533463802	18.42532709	18.16813918
NMD3	35.07485948	22.1970514	28.45023708	41.40161283
TEX261	31.05315709	29.32681766	52.12977861	7.343975998
PIGT	7.768744625	38.99748632	78.8845347	22.70543093
PTRH1	14.61137364	18.3379628	7.653356105	20.00447629
SMYD5	5.933404228	25.04769934	21.33026052	17.28052967
PPP2R4	10.0925599	23.23458321	19.61694589	47.01840611
SLC25A32	-7.720935973	23.65703176	25.04651724	44.30053096
DIEXF	14.25969701	28.48693821	34.74489715	33.0173491
PPCS	15.69358114	39.90361806	25.67127884	27.96108244
METTL10	20.71691928	12.79383184	21.86426901	37.10585728
CYB5R2	7.548323586	38.48963682	108.2458003	-4.230911565
ALLC	2.618265719	-4.20581714	-7.510563019	3.513757604
VPS35	6.002747571	28.991691	21.15509206	66.17753105
ISYNA1	15.82810416	26.95608584	9.533152218	0.253942898
TRMT61A	10.98239618	18.77431544	23.97798291	-4.6492103
GFM2	7.266438078	23.00671369	22.09868224	41.18637536
PIGW	4.559036433	14.25458877	18.5553622	39.92489901
SKIV2L2	7.927806535	16.11748678	29.76658529	33.61752864
ADAT2	18.65247648	2.797629685	11.53468529	27.6186885
VPS53	7.538237204	12.59313489	16.58608604	46.6977361
MEMO1	-7.789353121	8.52503882	4.292632107	-1.296750226
PIGM	10.2846187	31.84670009	65.32469026	9.201822072
DENR	11.27086013	19.15726649	11.4803199	37.35642741
APIP	18.45587096	25.05554469	60.48982073	20.04734638
HECTD2	17.29797849	8.411090746	6.834850656	53.23245341
DTYMK	17.4004669	28.18308788	41.0768614	-3.356936444
CCT5	-5.702594008	24.68928267	20.49326538	30.05129815
RFC4	-4.371259738	31.33579524	28.21664707	31.00010942
ITPA	4.007073101	32.09664948	21.91969989	20.19831989
DOHH	0.2388272845	29.74579017	60.74136996	3.567895877
PEMT	13.29313663	34.41620803	26.03026633	15.52174984
VPS25	2.457848402	34.41955892	20.36940955	18.5545342
SACM1L	12.48275547	6.378465818	22.38399474	57.66399615
PRKRIP1	22.07251922	23.23879736	30.10878547	30.43365227
PIGN	21.47924836	16.95166591	42.83643789	25.75745264
SRPRB	-2.282965479	29.83565073	23.49796706	30.66669522
CARKD	20.0211744	25.30753676	27.1706074	27.09537816
POLR3H	30.30343129	21.36614215	23.28363231	18.15352636
LTV1	14.50317877	24.47089581	37.86103788	27.93968102
SLC25A35	27.35935256	16.91649502	33.79699663	-11.5230412
KTI12	-1.95535813	18.75391104	13.67683602	14.04977615
UTP11L	12.17890466	26.18199104	21.26809556	32.51696773
CCDC94	17.4029177	15.43464639	23.34323406	0.2988673752
DHX36	3.619247722	28.4850552	26.07404656	35.43937864
CHMP3	11.8410636	25.38149021	7.701852071	52.14170411
NFU1	1.009532162	40.81901365	22.81418154	26.26999598
PAN3	16.65462612	24.11798071	40.34985853	10.6625917
PRPF40A	29.94820868	20.59752301	34.86955163	19.44654846
MRTO4	-2.319910688	24.69004406	14.82784554	23.508514
CHMP2A	11.05787511	40.73931078	37.10298314	20.64737697
DNM1L	-5.620051811	14.41153603	13.77910232	46.0059865
DDX31	23.48249097	2.686676359	7.886216428	16.08650043
UNC50	18.03077454	26.78840004	37.36134692	18.97568781
OSGEP	13.38301078	33.33672279	29.5435812	10.37007081
TMEM184B	22.23919838	17.42696213	49.48517905	18.53799236
TRAPPC3	5.281990762	37.1286463	22.92785696	31.37411016
ELAC2	16.83758712	25.69338844	30.91273457	29.98223228
RPF2	-0.05575714109	29.44007484	16.44095892	22.56387842
DHX35	10.82323246	23.5601465	34.64391798	17.87985655
PRPF19	-9.517204475	11.6898251	9.07811779	32.63875167
XPNPEP1	4.197944448	19.58036272	19.30383326	17.68875916
DCAF13	23.31503755	8.3441397	20.40005435	22.22004411
DDX27	8.896344758	20.99626618	23.94301809	20.19265495
SBDS	16.3419097	29.43086385	42.66552797	13.0481713
TMEM97	19.77105522	26.66700228	19.36006949	33.36734705
REXO2	10.90845831	26.29306109	30.37347076	14.95088403
GFM1	16.97056891	10.5178714	23.05699948	46.44150892
ACTR6	4.044566293	16.17352489	19.96843552	30.43683115
CPSF2	31.0316339	23.62020089	36.6660408	23.80651539
CRNKL1	17.1677463	14.6697016	22.80185655	36.85083641
ACSS2	22.02912049	37.69962585	71.15803403	34.6700566
DPH5	28.96953309	30.68195247	29.24205112	15.87473511
VTA1	3.491580165	23.27408465	24.39555166	51.41568886
ABCB10	16.79938772	21.85474062	30.73756539	49.67592426
COQ9	39.62914525	27.80795389	24.09166765	20.26568606
SEC13	12.72692979	42.22637687	39.45017172	12.27744396
GPN3	8.50712348	41.24255241	36.50751583	28.65594761
METAP1	3.00723518	17.65148865	17.25169287	66.34866311
SHPRH	17.90817076	12.58731435	27.01784572	23.36770438
ADCK1	3.682343742	25.7460863	42.57773233	22.16119142
NCAPD2	20.20346637	18.00669182	51.95864039	13.80035204
DDX56	-3.282326466	28.87542666	20.50065103	8.933307395
CPSF3	5.581791042	30.46390153	33.61479141	29.02561397
GUF1	24.40103528	7.209113293	14.73324581	55.88512274
EIF2B2	-1.797231998	40.70460435	30.79708938	16.09156761
RPLP0	14.72990366	43.36079869	26.57777547	-9.777736255
SLC25A10	5.516935954	18.38926649	15.82781214	1.759062732
NIT2	-2.036051636	27.51930655	11.5681893	36.15658213
LARS2	43.67355069	2.630579212	10.68692526	30.51440113
VAC14	4.849620798	19.7638816	22.08765526	29.17384829
DUS3L	8.170123785	22.86297953	24.67700553	15.18520617
DUS4L	28.65305669	13.09089823	30.38300931	27.13519658
WDR36	17.18079266	15.36703721	24.30050135	43.7532979
CORO1A	-12.57814132	34.15143495	6.704021351	19.62345454
LSM3	6.457837132	33.45821506	21.24027579	20.76982879
PIGU	11.44817015	24.54281226	53.01984692	18.9002617
COQ5	21.12688968	33.95223584	55.41697795	5.596530522
ASNSD1	2.037964439	13.89760018	14.84826306	37.72444413
DUS1L	-2.23285955	23.58014834	17.09154646	10.30208854
ERGIC2	4.870370464	23.43340788	28.67730578	28.26458635
HAO1	2.40993314	1.276160978	-0.7154933385	-1.964262193
SF3B3	20.95876797	31.80090729	38.05270139	52.77871582
SLC35C2	11.32751084	25.8091398	25.72321713	1.093880559
UNG	38.16272132	14.63538394	6.588028286	0.3897791225
UBE2G2	12.70202603	22.04246384	32.00408019	27.98744665
GTPBP3	15.88755605	25.85313279	17.8395274	10.01888536
IMMP2L	12.24852011	19.73685074	12.19495868	27.30354346
BOP1	-1.335939255	1.580484495	-1.881492635	32.00131721
WDR1	36.00198417	37.9755022	33.38371086	26.85979805
UTP15	11.88379719	20.11459267	33.16844763	23.23207586
HMCES	3.227430113	13.95760964	11.11558333	26.59310337
DHX37	10.92565869	13.89512663	27.38835534	14.68101264
GRWD1	4.710154004	15.28734284	13.53303121	20.66911912
CCDC25	4.536730842	27.73334593	31.14889503	41.12705492
WRN	28.85703367	26.41403453	38.48831848	23.40361424
USP27X	2.00253445	2.304771016	-4.380138914	20.22407765
VPS11	12.84357521	26.73336497	30.23698809	29.45842247
SF3B2	11.30651121	36.77003306	32.6321656	15.7546035
SLC30A1	44.12957617	0.8845503709	6.31501867	26.27772976
PGM2	20.66232601	40.56261977	17.24279444	19.14321436
SF3B1	24.69047823	30.2222906	54.43407025	39.72103887
DDX18	22.2363552	26.42015325	39.14186874	49.49489929
QRSL1	18.83380878	24.17634814	31.39989869	28.27757903
FILIP1	11.40612082	14.84439423	11.73026232	15.83789109
C9orf114	21.26834458	16.6182222	15.97164141	18.257816
FIG4	-5.349356664	14.21300722	9.349733942	53.37681266
ABHD13	11.47979213	3.570390734	10.9735983	40.96399369
RFC5	18.04939161	27.88160361	25.01297281	41.97645211
PI4KB	11.39958596	29.35375829	38.43573027	12.88567921
MRPL46	-1.545161825	38.39386563	27.45332869	32.58510739
NARFL	7.662558601	21.18014899	23.15820947	5.866019596
DNAJC21	12.54501969	17.1529165	28.15694594	43.33274523
SSU72	22.32919259	33.52851358	19.106298	31.78726493
ALG9	16.27420117	26.35659335	32.43635337	35.6884956
RIOK2	21.82763374	22.39326925	26.57366761	30.52625847
MRPL11	-4.03303522	30.70004678	17.47943307	15.73163361
FAHD1	10.87982829	19.25839058	19.09841348	35.50738344
ZFAND1	3.84939307	17.98807721	13.12830002	54.89733887
LSM7	11.88774188	22.34549328	17.155722	10.75736502
NAT10	22.42494214	29.88994806	27.22782156	37.68264231
NMRK1	-1.56325149	28.21043079	25.29905438	20.74815246
DDX5	22.96146238	25.28385064	42.11519111	23.27973033
POLA1	39.66199334	20.37172299	51.40146291	12.79667369
