Gene	Astrocyte_Fidelity	Microglia_Fidelity	Oligodendrocyte_Fidelity	Neuron_Fidelity
RASL11B	-2.068167929	4.700751298	3.186565861	25.88197563
PRM3	-0.6128351695	3.135863627	-2.094430311	-5.099459112
HSPA1A	23.64417919	11.48952121	24.39040001	-3.325958218
FTH1	44.15188124	34.05556919	50.80221959	1.558353052
UACA	30.41377547	29.12174962	59.00823091	0.3423452494
MX2	12.00091529	24.18978749	17.50388083	3.610407293
FER	33.90369867	7.609439328	11.72210288	35.43145667
SLC2A3	-7.276627511	12.76268354	4.865207838	36.1376173
PDGFB	10.88093148	16.31230069	10.78871675	19.42993592
CES5A	-1.647373865	9.401050121	18.97323048	5.024674985
HSP90AB1	10.13529109	26.24405348	17.09961577	53.90646753
HSPA14	6.835676973	23.74802938	19.58774623	33.7672332
AKR1E2	21.14764502	2.594707436	3.064969326	32.32522141
CCNB2	5.555385113	6.221796293	3.575542616	1.795860377
ZNF622	-8.483818341	30.82454482	18.45903951	11.9167513
GSTA5	-3.483394601	3.595177935	-0.07154776309	-6.241063515
SLC2A4	31.21937902	2.270028331	-0.1145903422	-1.697316361
ACACB	65.34176336	8.45749186	20.18035292	-3.721479645
ADAM8	10.24900917	12.88306134	18.75479033	5.838108203
ANG	23.46196094	29.44007625	20.25799342	-11.18684217
CD27	0.4922047377	5.872980504	6.062317902	6.343197808
CDK3	7.560330736	14.4461012	12.25204704	3.593406993
DNASE1L2	-1.569065855	1.354017605	1.539727121	0.9551319683
DPYSL2	24.41050663	31.32358847	61.38107825	28.7620259
DSCAM	21.97279814	8.543772795	13.75467171	24.27399238
FPR2	4.687037096	16.55971086	3.835372009	-1.084578987
GALR1	7.829168591	-9.126640789	-4.931968423	9.406304152
MLNR	6.405500659	11.21958766	0.3005179876	-1.655825525
GRID2	23.29087777	7.861882603	5.310601014	23.56906083
ICAM4	-3.147195271	7.325834189	-2.17251481	-1.171009912
ACTG1	23.1839205	34.64678722	33.30839392	28.82618437
AZU1	1.517722905	5.584627667	-0.1943275051	-2.711803723
C9	6.469542182	-6.653526382	-2.081589881	4.503646963
CDK2	11.34290187	24.10768254	8.835853258	-2.544949058
IGFL3	5.187733665	7.403965509	3.613046376	-0.0581576193
E2F3	29.54251443	-6.273362278	-5.034952762	44.03101939
ENO2	-15.19513896	20.19143513	9.970207144	52.19562471
GNAI1	3.900937111	33.1866696	77.84183461	33.82223103
KRT31	-11.39411562	-3.670363179	-1.977752525	7.198282387
MNDA	11.51554225	62.61339642	23.98334787	4.568169985
NEK2	2.136711424	-5.883977923	-8.648193535	10.87424596
OVGP1	6.548533183	10.63236109	17.37726455	15.17084197
SERPINB8	7.515897919	46.25164875	48.6996723	18.42561835
Sep-05	-2.839863241	19.74358367	2.768296718	29.36719067
PTPN3	-2.207597603	0.9775636292	-5.39005495	46.46108281
PZP	5.611281802	13.90324377	7.877383497	-2.167803842
CLIP1	26.50503434	7.239767647	3.379789	34.63614553
SHB	9.302828254	27.3250748	56.36394061	1.751584905
SLC2A5	17.09165728	104.2913614	32.7293952	7.984438979
SPTA1	2.73330016	-7.386796712	-5.502590986	-5.949573227
SSBP1	16.97645311	38.18331337	26.47334948	35.14071347
TEAD4	-1.92311229	6.533488567	2.588894838	-8.009573743
SLC30A3	-9.730599853	8.015584548	-3.538325881	25.32025145
ACOX2	76.87699821	4.815090662	5.110544041	-9.710783375
MAD1L1	1.688231207	21.00171301	17.30802558	3.109609172
IFITM1	35.60275508	36.23624831	31.06134716	-8.610236603
PCDHGB4	29.89442754	-7.872049474	0.04284896229	22.20029482
ABCB11	2.768460164	-10.08017573	-9.279785424	-2.872753248
GALNT4	13.37577691	5.193886406	10.81624826	-0.1946034628
B3GALT2	-1.077625417	3.733737427	16.70102145	40.89803674
IQGAP1	23.63790279	33.49595269	78.64051726	1.497598546
CHI3L2	10.95811939	16.54669106	8.009322577	-7.201307898
TMPRSS11D	0.004580132321	-5.262906982	-6.299951044	-1.984045035
CBLN1	-4.42743803	-2.226563682	-4.012097414	22.65733265
CETN3	36.98740116	26.24429076	38.17235146	8.580687132
DTX1	26.7473752	3.827774316	-5.502386106	9.885043008
GP5	5.435262355	-8.520061982	-8.293521988	-3.278166245
HNRNPC	24.12507842	35.05769213	42.70859628	13.71146705
SLC16A4	14.37490382	20.40773949	18.59967815	6.688586754
TAOK2	24.46420489	24.91339558	30.19178808	36.13849415
PCBP2	27.32445012	29.35276485	42.60084024	24.86256077
SCD	30.1922833	31.80854995	89.61589521	8.511896557
PGLYRP1	1.189595749	1.417541279	-2.607087768	-4.6881976
BRD2	27.70922363	10.58344524	25.06812217	32.09318089
CACNA1F	-7.824691594	4.706057878	-6.464051242	3.495054031
CBFA2T3	2.097306072	-8.576320378	-13.94990677	17.21731422
DLX3	1.371317796	-2.832317436	-4.041889979	2.273285239
EGFR	84.76661047	8.13448951	14.03246437	20.25540945
GPR21	-7.378094534	5.454030582	0.2085161858	21.97600855
MAF	18.27291942	50.33809707	21.63860684	16.54900123
MAGEA8	1.415642537	-1.621272924	-4.580596031	-2.819055741
HSF1	18.99905451	19.63373901	16.74279969	10.49990079
ACSM3	13.96454596	10.52588601	24.42782575	2.188143964
GPR52	0.4677280551	0.6826389883	0.6259000049	26.97412604
ABCC4	22.95221754	47.07872506	22.31523446	15.31427397
LRRC16B	0.2402438191	5.373987443	-4.930483646	3.459959281
AKR1A1	-3.373564617	44.46972363	33.53997233	15.59567255
NTN3	5.712920425	4.833841621	-1.03932991	0.9575727945
SEC23B	13.92365636	34.72930088	43.42170909	11.29996586
CAP1	22.09859337	42.53298901	37.26046127	44.57850082
IFITM2	37.49388929	32.46562886	29.9376712	-3.282719601
SLCO1B1	4.641191434	-2.026855014	-1.665520351	-1.456906842
MAP3K2	26.79173963	22.9926979	38.79627418	20.71019029
SDCCAG3	4.544763133	23.49126905	29.18860196	0.7099991109
CD300C	1.009830524	32.48879215	23.42748367	0.7323511172
SOX15	12.92537575	8.914098039	-0.2264325622	5.036789626
ZNF33A	15.93409712	11.677819	22.07101307	40.101409
ZNF175	23.74560571	14.72055555	28.22790932	38.54716818
GLIPR2	22.96453047	31.1958923	90.74601245	-10.38541426
SLC25A37	28.87783737	24.18787785	23.9567321	17.13188077
PDCL2	3.466639	-5.364459527	-5.771127966	-2.402399774
CSNK1D	13.46215557	3.108438624	1.014716278	43.97642332
SLC25A42	0.8018505263	12.38174346	7.107285439	11.9064168
AATK	10.72141935	34.17209533	82.09663636	7.521298966
ADAM12	15.88453453	12.13945687	11.97764269	13.79469136
BMP8B	4.051271	21.30470798	16.89067051	11.75860301
DTNB	3.831160911	22.00822677	24.50406366	32.75093917
EVX2	4.183707816	-4.013278407	-1.609245737	1.256767783
PGM5	23.40594418	28.61493088	28.14568458	21.82185745
PTPN20B	0.0538169973	7.835893092	1.441784183	33.88040871
TRPC5	-3.654137659	-1.319338063	0.6491613163	42.79119211
ADAM19	14.66077431	-0.6116585011	24.42057422	19.58010709
CACNA2D3	-5.589492647	14.12947009	8.420749437	38.1582735
DAPK2	14.15400303	29.34338969	76.62481489	-6.921581525
ADAM18	3.733369851	-5.001178585	-4.706364483	-1.979066406
EYA1	58.30318088	-4.13169609	0.3220948372	21.65616274
HMG20B	35.37620183	33.59624831	43.65969978	3.89815882
HNRNPAB	13.29586798	24.03445853	25.04976782	27.95742957
MAPT	11.75903291	21.53447473	22.02761976	43.83961959
PCDH10	30.93874725	11.72425671	27.64675554	46.34367893
PDCD11	24.03793415	9.070007106	18.62720759	35.0071341
PTPN18	19.23935793	36.53875107	19.78400912	16.26413011
RASGRF1	3.268585082	-1.838343724	11.36140642	61.66532525
SLC30A4	12.57884238	14.34491594	33.81532328	33.66179527
FOXL2	19.48102688	3.562033656	7.552311462	-1.694253578
TPSG1	-2.453531359	4.410818918	4.947837179	-0.3784866633
OR3A3	-6.160425968	11.96235445	7.309810803	-2.154181169
KLK5	-5.472699882	6.630301153	-6.336494045	1.262254791
SCN2A	-0.7464749836	-6.353796445	-9.97433799	66.03574097
SLC16A8	-2.778732797	23.6179055	24.05744034	-0.1257246954
TRHDE	-8.835745327	-5.438079239	-2.837185357	41.07867808
TMEM2	17.70350301	3.39336707	9.750282835	18.46943241
NRG2	17.27000252	6.137005892	10.11513595	18.47991713
MAPRE2	13.88817429	1.34728088	24.19614815	66.61368548
RUSC1	6.18717742	24.80142482	11.02134358	54.4430187
NMNAT2	-11.0693929	15.51757042	5.91552954	58.93946854
SLC9A8	11.93899557	20.20788268	27.19802614	8.751116745
NIPSNAP3A	16.09675978	22.94406926	25.27669004	25.45074874
PNKD	6.468194685	34.40836296	31.98067416	28.35562281
RGS22	36.01022937	16.11726692	5.317102082	9.120895222
ATP11A	17.07451983	21.78942834	76.63860869	15.73838316
HS6ST1	18.87580484	6.56496553	7.70213959	44.6034783
PALLD	81.72623893	10.8869554	15.84112731	7.221947595
LUC7L3	31.65365981	22.94087262	46.50442193	19.77364831
INPP5K	15.57752003	24.0358102	27.47957868	24.91649845
TLR7	5.214879123	92.41336958	28.70958165	4.74442033
INO80	12.42207304	27.77232378	39.09344934	16.67189428
PPP1R12C	-3.966473815	25.80477774	13.63344459	8.558437554
SAMD9	12.54508937	24.57741634	17.67361818	19.36046531
TMEM132A	33.70621161	9.465685975	-0.453545626	9.841189023
SLC38A4	3.398295405	-4.281581002	-5.592097071	1.501916502
ANO1	6.107656945	1.232055305	2.902087043	8.406710983
ADI1	56.57833273	34.89744446	36.36793032	16.46591962
ACOXL	4.65567962	-3.116809632	-2.717582894	0.6739283672
GIMAP4	13.33818494	52.46885476	30.80535553	8.29431219
WDR52	14.62669269	8.559310105	4.982841244	22.64981657
SLC16A10	3.717823891	0.6311480272	-5.326131388	19.69798849
PHC2	14.19587168	33.23954606	48.20506597	9.771321679
PCDHA1	-8.644090225	0.8055871344	2.303838814	17.58252934
PCDHA11	3.833346052	-18.16812995	-13.37034555	24.92458678
PCDHA8	4.812124448	-0.0320258085	12.49848962	5.076551983
PCDHA6	-1.333963889	0.1589027988	0.8897399857	21.04238528
PCDHGA3	37.01896058	-18.64396162	-7.169096587	19.35704095
PCDHGB7	34.7963261	7.28548629	10.06954495	15.71329107
PCDHB4	26.77148579	21.01626406	26.49316376	26.75775414
UBB	-3.695487718	6.484668582	5.347000047	24.74192635
ZDHHC13	3.031994608	13.16317941	8.590567615	45.77978032
TRO	-7.581409458	30.7779072	22.87315205	33.15168033
SLCO1B3	5.608110145	-5.67090184	-6.002145584	-1.009877528
NGEF	0.2532941076	10.59016085	7.996879121	41.73287636
CASS4	6.36049171	12.59586741	4.917841917	3.187364288
CPA6	1.181549853	2.119161515	-3.153107019	-0.8536933825
ADCY2	48.5508861	16.48259603	10.57588864	26.17018469
COL20A1	16.36740597	13.78045036	20.95327818	-10.20926615
RDH14	-0.3722941799	26.01750878	19.43154514	34.35195173
C6orf47	22.71773716	10.19917624	25.34627019	14.58085869
STK32C	6.140180983	14.04893469	3.29563703	25.73000538
TESC	-3.035176111	12.50732171	5.73456556	25.26362369
SHANK3	26.16046961	-5.631111644	-1.098888556	22.17353468
CHIA	-0.6347645635	10.11831861	3.817867972	-0.4742005982
CELF5	17.51711572	8.428454637	15.48738759	43.86466615
OXCT2	-1.29857763	4.168175329	7.512486147	7.860856395
THADA	16.14982383	22.70484253	26.80724284	33.47107918
ABCG4	-10.71142651	15.04621433	6.407336718	34.07934761
ERAP2	20.19236973	26.6126019	32.39072588	4.856130177
EDDM3B	6.529753684	-5.314903421	-4.360041082	0.1110935338
FANCF	20.66676405	16.48597136	24.99801464	33.68878208
CTBP2	35.93682892	21.69115845	11.83639332	3.937796963
CACNB2	8.835017401	4.696660053	2.960447273	70.8511999
C11orf48	1.655426204	35.59284608	26.1939907	8.446343202
HSDL2	91.08246937	15.04741605	33.66304548	4.344216509
CA13	6.655364818	7.818376689	6.591899375	27.28932064
GLB1L	16.6654899	22.80868238	17.1970899	8.393617559
HAUS3	29.20309339	16.76523301	32.03006859	20.25085927
CYP2R1	15.05344657	22.79301876	30.58857118	12.83662363
MCTP1	14.38469445	4.316536498	4.096393357	50.31038938
CCDC176	17.44337635	9.696518299	9.174867503	30.78444364
TRIB1	56.3165557	4.716925969	7.713675445	23.79202829
ERICH2	22.14275925	5.968396165	0.6856184755	23.22889297
NACC2	51.83076954	13.13377952	20.14170124	3.023885743
FAM122A	2.744633706	22.27843335	23.20939885	34.14446679
C5orf45	11.61887877	14.36037857	18.35684005	9.990598187
GOLT1A	1.844405136	18.28611755	4.729359382	7.292495352
EQTN	9.997822897	6.580038997	26.67171851	5.467286551
DMRTC2	6.577940493	17.70846593	55.02058945	-2.873326598
FAM110C	0.03308556504	2.123238009	-6.004116018	16.80687227
PHYKPL	27.98732775	33.45409164	52.49904796	5.51945111
CYP2S1	-0.09142784741	15.73535515	5.206589027	10.32463245
USP50	10.84071446	4.00557642	14.22274716	1.516976961
PRPS1L1	-0.8027148899	15.37289115	8.127320747	-2.008478859
C11orf97	5.306315887	27.4960914	8.593174608	10.84076535
SPATC1L	7.465405805	6.766531257	-2.077578618	6.63607443
OSBP2	5.542873426	3.471384059	21.49832924	25.22575921
STK33	56.25195145	14.75819687	12.53643151	11.60525191
ZNF93	22.54361338	17.84190585	28.95926136	15.22053402
HNRNPDL	18.34972677	35.86491701	57.63756432	24.47548512
NLRP4	-0.08419004723	3.559449165	-0.2948610148	-4.431845543
FAM107B	10.73466348	35.96403049	127.5679143	-1.119872244
TAS1R2	-1.068096509	-9.349076121	-9.95902255	-5.672657333
FTHL17	15.61533061	12.28536057	31.35369217	0.580158126
KCNK16	-0.4231979631	-3.085263503	-4.529993757	-4.035166612
FAM160A2	7.044185411	21.09038845	17.56968699	12.33227803
ATP13A4	93.94807772	-3.279941565	15.71183548	17.24835424
ACCS	12.27956425	20.16363314	21.75448037	-6.350294582
ZNF577	33.66029406	18.07639633	36.26563659	7.264516494
ZNF607	17.73083521	20.28887037	31.41536951	37.45142616
RAX2	17.41420262	0.1858826223	4.554125871	-10.93488045
TMEM141	-0.3304320798	28.35119078	27.90453006	14.2410655
CDC14A	63.10572414	11.86232922	11.20664596	16.85760459
TRIM5	27.61870202	17.78369307	8.142410728	12.01506495
CNNM4	8.855837107	13.45809739	29.71853204	23.62634629
LIPK	9.509910589	-3.140213819	0.4305540329	6.062710934
CYP4X1	0.06593574305	6.977391343	3.229796715	39.6872361
HIST3H2BB	7.13086712	8.659100496	0.7545075514	22.18913196
GMDS	5.081754148	2.072546408	-4.333280993	42.1697607
AK5	6.091385053	6.888141837	25.16854752	63.13955944
PRMT8	-1.534449761	15.64880222	10.96012146	61.48453822
SLC36A3	-0.4590027228	4.649583258	-1.630293454	-2.064165223
IPMK	21.04084615	13.34809089	6.822426094	34.92018422
SLC7A14	0.8037826915	14.06977795	30.11876306	36.85785739
MAP3K9	6.532028013	8.24314783	5.865608879	49.50061936
LY6G6D	1.864776739	-4.223708807	-5.231373035	-2.916534585
FBXW11	17.34806713	26.25200167	40.59742551	50.86595549
TSGA13	0.5283403156	-1.48592195	-4.216225418	-5.270691256
FCRL3	1.986578687	-8.740190445	-7.649300735	-2.845112632
ARHGAP33	17.95444012	15.80749757	24.09062463	14.09054391
TCF23	5.082803577	11.32325885	4.866275764	4.678152714
KLF14	1.853576225	8.486746894	2.079066408	-0.9683296429
PRX	12.45669568	20.14473028	23.91016883	2.194038567
SLC17A9	-3.435579973	22.19069881	2.89040635	-10.0287056
TMEM132C	17.0676937	13.62518332	26.39050301	12.73003663
UROC1	3.128182811	-7.127290196	-6.174369743	-0.4348038616
SERPINB4	2.894372975	-6.432293003	-4.013953587	-2.304134597
SLC25A45	-5.156942528	16.98085852	14.31435563	3.427422431
CTSV	4.192258718	29.97343918	68.45842802	-10.92407934
MBNL2	1.041078593	24.82507262	61.44399366	38.06109335
C20orf144	-2.478720483	9.397256421	2.139149512	-1.969097801
RBBP8NL	-3.529306237	-3.203277112	-6.751664261	-1.022596554
ASB16	2.934938158	15.21277863	8.226017741	5.649514244
WISP3	2.487796361	-2.787302444	-3.896245057	2.713449942
OSCAR	17.52804183	25.71296309	11.72484805	6.462674946
SYCE1	-6.831264588	-4.709100246	-4.850318964	18.96718647
GIPC3	-6.529143183	13.60902092	4.53376618	-5.744285765
KRT25	3.291569579	-4.710169592	-5.411121796	-4.529000219
C14orf80	2.374544834	24.19732799	21.76649479	3.944487158
SLC22A25	6.720301373	12.15474069	0.4249222238	1.122067359
PRSS33	-0.1590655254	0.7613519372	-2.517080007	-5.523421301
CEP290	27.3841713	21.13565759	33.38544327	31.30139574
CALML4	29.17035307	17.14351682	14.69113909	-3.767228178
CCDC147	15.50751116	6.863547864	4.175216699	7.427724105
OSBPL2	28.14891445	17.83673815	33.75414358	29.56619853
BTBD16	2.514665372	34.82465061	105.3079909	-13.66761685
TCP10L	16.00683693	10.16106623	9.009590114	9.651999837
ZNF480	17.7257002	42.14906079	44.9635005	10.53737582
CAPN12	-4.327803321	2.549482885	-3.637660748	2.059192324
UBE2E2	-9.896508805	26.96103632	21.15752708	36.79470172
TSNARE1	3.252641535	15.86052417	14.12578128	10.45926345
DACT3	11.72754421	23.63420139	36.08289989	16.17300732
DNAJB7	4.341557884	3.624213853	-0.6423399823	0.2499606971
ZNF563	11.68014414	14.35908873	16.09718571	11.08707046
AHCYL1	101.0980048	12.19907854	18.46352318	1.119581455
NAGS	2.9046994	20.27097847	13.17624681	-7.236554055
CPLX3	5.854952111	12.04198367	7.152075517	17.46193351
GLIS1	-5.407528835	14.311687	7.261054144	1.465556746
WFDC9	0.4466434089	-2.215028604	-3.965569079	0.7302316938
ZNF362	24.3522443	19.63296627	27.87645209	21.11450835
CCDC17	15.94798023	6.551996169	25.78553255	-11.70083477
SCFD2	0.612408987	36.26874113	32.13506247	31.92192793
FAM47B	3.950546374	-4.795591339	-3.860904824	2.172413609
MLKL	15.02895489	37.69309511	42.8131424	-4.741143804
APCDD1	92.46565753	9.34308892	25.44017741	-1.332075832
CATSPER2	13.99722464	15.36022739	20.81445666	13.77286146
KIAA1919	16.7394333	-2.855354727	-3.588376089	40.97799407
KIR3DL3	4.70694189	13.59565028	7.45806415	3.975081605
ATP13A5	23.87980643	1.794660888	-0.6673635604	-3.488225123
FAM71A	-3.95512305	-2.41921122	-3.530839165	-4.793898013
USH1C	21.92330129	19.06267718	67.4365078	-1.608315222
PLEKHG3	16.14235937	31.99581462	119.2087607	-1.390438867
TTLL11	10.16374865	6.51534468	35.36947212	30.73233262
IFNL3	7.901962298	16.47775203	5.379560937	5.065928206
CCDC134	5.106065612	19.39470184	15.21374853	7.139474596
SH3RF3	13.29004708	3.013835617	-4.850361656	28.06939989
SSC5D	25.70215973	11.54076847	5.154813863	10.78726537
DPY19L2	11.10385577	2.289309196	3.414155205	30.87201489
KLK15	5.622648024	0.6676502056	-0.7556892117	-1.287493005
TAAR8	-4.034833077	11.4493521	3.146607266	-2.103682312
PLXNA4	6.894025901	5.164706702	4.220841639	56.06521617
CCDC71L	14.55535331	15.59086118	10.47396635	11.06851418
CCDC169	19.03007905	11.57952334	10.24847635	23.67527587
MGC50722	6.023808967	0.549884155	-2.574144056	4.779483819
ITPRIPL1	-1.769189616	12.41865207	-1.575204711	-0.3230530571
ACTL9	-8.531187619	3.73944919	-1.54950905	-7.169771578
PIRT	26.62905661	22.85671267	20.83865321	-0.3760347675
RADIL	9.618122021	12.36003733	2.653169211	0.008855470909
TM6SF2	-0.07133629449	6.974658604	2.766320244	-0.07525053009
C2orf50	8.493930106	20.08548117	8.542422128	22.99144539
MAMSTR	4.887873292	7.716037998	-0.479931666	8.742569075
IZUMO1	0.2218308714	-2.623123827	-1.461063245	-2.209848664
CYP2U1	50.32785667	12.08997019	23.4174547	21.98599792
FAM189A1	-0.5877481033	11.85227466	3.849375176	13.87515386
SPINK2	7.391881158	-18.56879127	-14.62721174	20.49308894
RGS11	13.70985228	16.75714181	23.54783221	-2.315981191
ESPNL	-0.8292488709	12.43334302	0.3690804371	-8.900411241
TMEM95	2.276259776	-1.154634395	-2.098640773	2.745437038
ASTN2	23.36029188	17.8720855	28.11299916	21.71871452
MS4A13	9.625655535	-5.500480812	-1.716057209	5.819163268
CIDEA	-13.02952747	16.15894707	15.97277167	8.578909484
TBC1D10C	11.07587529	19.26561096	14.83889176	11.64453906
ENTPD8	-2.562251975	-4.035385121	-7.636336437	-2.709946391
LIPI	8.705392168	-4.745261331	-2.169288001	6.149539613
C2CD4A	-1.056038831	9.654142333	-1.408973101	3.687189229
TEX43	0.7377306806	-5.6825853	-2.24756576	-4.731633436
XKRX	3.342346743	5.270442854	-1.160620578	0.2506785264
PLA2G4F	1.998460158	3.122819881	0.8219449913	3.783578063
SIPA1L3	30.06869629	2.58082368	12.3407084	15.37813684
RIMBP3	6.117226891	6.78251307	4.239911444	22.68014669
TNIK	78.75138092	4.146073637	16.21405853	28.94123937
FHAD1	8.653163647	9.490442136	2.974533785	9.285608698
LRRC38	-14.97547003	10.58577478	5.592975919	-1.941386977
TMCO2	9.781819226	5.162892377	3.996832943	5.914981752
C7orf57	21.97682109	2.166052711	-1.750185321	18.0942259
ZC2HC1B	7.247274909	-5.173521029	-3.763530015	6.830090983
PABPC1L	27.81113689	6.074798109	9.775753456	12.96817533
SPOPL	14.4273059	23.71587907	52.13999615	25.14751393
LRRC69	8.772318917	9.127089395	5.41560546	2.889096405
NANOG	31.0345865	4.916074352	27.9657364	-0.5045636375
C4orf51	11.21272528	1.067674636	1.417674086	5.748531779
TMEM231	27.36915089	14.83887179	14.70745385	16.26599905
C2CD4B	17.94136466	10.40424899	4.095408051	1.708886808
DHRSX	44.61629441	33.87044693	31.70692965	2.8586694
SPIN2A	-8.138626344	26.78388669	12.70849271	10.14644553
ARL13A	6.411054935	-2.399164208	0.07398979831	3.336247627
LINGO3	19.9220796	14.86182164	8.903458298	17.91778767
SLC10A5	-3.21434653	-3.411774326	-4.856652473	17.19048436
KCNQ4	1.006150333	1.757369091	-2.458426103	13.45111603
MTUS2	-3.345575226	3.945300327	-0.354832595	50.08769454
GSG1L	7.952313563	17.17513795	12.28445693	15.65444547
PHF21B	58.46332911	-2.052926072	1.618247978	-0.4877671233
C11orf85	4.154454674	11.78341275	5.05170187	3.831409274
C3orf70	58.3509855	-1.233570454	9.987004697	15.49288029
OCIAD2	-5.898045022	23.21547175	6.308086448	29.87554374
IFIT1	10.44568224	16.53109277	13.85528765	20.90727468
PVRIG	0.2947801811	20.59369782	14.78616424	-6.501269476
OR10T2	5.60850457	-1.904273395	-3.629437991	0.7799282231
PTCHD4	10.84169476	-4.184601467	-1.50031007	31.97693504
HIP1R	36.61338007	28.65753025	77.91707394	-1.256361447
IRGM	5.367657429	5.774853068	-0.8851326504	4.228861755
CCDC160	27.71390579	17.99252834	32.49368369	5.446682513
FAM92B	3.992672295	1.036929889	-6.421982394	-7.271845341
C19orf24	-1.147688849	22.43537721	11.11388389	8.434087268
C10orf128	9.172117934	31.08011206	68.48438461	1.851416679
INSC	6.349620054	0.5725809774	-0.7952850654	4.980147655
ZNF470	14.96132701	18.42924934	28.93260786	31.5127878
C1orf189	6.231526619	4.293479519	-1.083899873	1.908597978
OR2L2	10.8703977	4.728737761	26.09955665	7.849178079
UTP14C	6.227236392	3.146312681	16.66894747	1.815530592
RGS7BP	-0.1648676543	-2.803003163	-1.96719675	49.88241834
FBXL21	3.290441478	-1.594750942	-7.555483616	19.33626887
C8orf88	16.77713995	6.363704993	6.972179609	9.291115586
TMEM200C	2.756194757	12.26101043	8.413438092	18.40281413
ALG13	25.93951748	12.24996484	23.95608862	37.74824808
OR10A7	5.505025016	-2.045909667	-1.956761855	2.995438379
WDR38	7.86110962	17.44781973	8.990652973	0.3190324143
FAM205A	8.279639179	-5.970533456	-3.749430586	3.848417401
C3orf84	3.722486655	16.3376295	11.01650774	4.588991699
SMCO3	9.090144305	12.31733911	7.36385965	6.200354849
ETV3L	1.824456029	-6.025015263	-8.232567916	0.9642432987
RNASE13	-3.533505313	16.0129507	10.32480216	0.8381290287
CCDC175	1.304491517	4.359575787	3.93280319	12.56813956
ZNF81	27.73822662	1.622484845	11.10628003	31.37666091
SPIB	-3.165398422	9.528339721	0.641339433	0.5798534629
CCDC152	9.418058535	8.36866686	13.38487587	5.333943535
FTL	41.17336281	41.23936005	44.06138864	-2.38798712
OR5K4	8.133200298	-3.753093765	-0.4875335297	5.249476358
OR5AK2	5.481633556	-3.01767533	-1.046797587	1.594912721
OR6C4	7.768296085	-4.129758904	-2.527084384	7.652929268
OR10W1	4.351052164	1.302312005	-4.154152249	-1.914539116
LMTK3	12.30013555	8.604928916	2.965058376	16.88912396
OR5D14	2.209114744	-0.5833331594	-2.632673507	-1.642201536
KDM5C	22.11082381	12.30628666	18.17782191	28.19150463
METTL21B	21.54488177	18.26058332	23.91722657	-2.558536058
ARRDC2	12.14496813	31.49022592	74.15176854	-10.1549351
KLHL3	8.603452622	4.081454365	21.6712499	46.94861796
RBM38	29.49636484	15.85090989	18.83641594	-14.40485182
DSCAML1	12.61019337	21.30795601	70.19332199	14.68165079
FBRS	27.0588485	20.20194545	37.62350189	1.134901576
DPPA2	1.439151088	-1.983264638	-2.184236871	-0.5033577913
C12orf39	56.22498457	3.218877506	12.66194131	1.320705842
CYLC1	5.743108819	1.764998446	1.912856934	5.756493314
MRGPRX3	4.72882981	-4.876327132	-4.455103505	-0.591140252
DGAT2L6	2.378534171	-5.719945966	-6.287882714	-3.979431751
SGK494	7.880700694	8.116359108	16.81678605	23.90858329
CIART	13.13924542	8.446686066	9.637985774	-2.200137218
OSBPL7	0.1441825146	13.24682054	11.28910308	10.22023252
OR8D1	4.241575878	0.8948579454	-2.312104473	1.39316355
OR5J2	4.748837575	-2.666095642	-1.979973294	2.559454516
C12orf40	5.879026189	-3.540304057	-2.981182545	0.5845772101
DTWD2	27.34513707	12.92391261	25.23361884	34.05553378
DCDC5	1.665131007	5.817993388	-4.238966323	0.8778223448
TMEM200B	1.132585982	-7.346814766	-6.699804835	5.188799344
PRDM6	7.220606112	17.70204087	17.80283059	2.672457491
RNF165	-0.7128471612	-1.590960188	-7.418154586	27.49785404
C6orf163	2.796740769	2.585752902	0.6643804101	-0.4162139476
C9orf84	9.399960321	-2.873217163	-2.368734382	2.841696925
CCDC167	19.14238066	27.32415532	33.60014427	4.986262012
CTU2	-3.104723097	25.87048901	17.41726937	4.931878888
FBXL17	19.80573318	20.82820587	11.80154861	38.12501812
SMIM4	10.16395106	32.96008967	21.61141684	18.24568406
PRSS56	-4.262081261	20.52927764	16.41679892	9.778194822
GMNC	7.028632127	12.76900622	7.355774376	7.745785622
C16orf93	6.370338015	23.99671608	12.06032859	10.42705817
C20orf202	5.979674311	2.161029861	4.92391179	10.82851314
PRSS53	7.078146962	12.54228075	7.473522526	8.792223665
CTSA	3.494128608	36.72124745	29.31198788	16.114395
ATP2A2	8.269750852	19.01391375	19.54126003	85.06345294
COX10	9.790682942	10.03435397	9.950455743	43.17401548
CSTF2	8.56136133	21.29307545	27.929398	28.46330558
LCP1	6.102965563	79.14336898	32.65945423	0.01896865656
STX3	-5.076767649	14.80429397	10.1017773	10.95341686
DPEP1	4.301733275	3.388766737	-2.612688872	-6.193834464
SPOCK1	3.359600755	10.20718675	34.76685307	29.15172963
CYP4F8	6.777948309	-0.1880401616	-0.7085990593	0.1958118607
TAPT1	31.69497256	17.10378622	44.39624112	29.94138602
RPTOR	16.50110192	18.20259064	17.55035576	30.07518348
H2AFZ	-12.05992589	31.59298918	12.2370937	34.80681239
CSTF2T	5.391605335	26.93028906	47.17199804	38.6675614
CPVL	7.810311508	44.01904514	11.95343962	11.67919144
DPH6	37.35502005	25.62800046	43.57496896	17.02557105
